id,fold,partition,min_train_dist
bpRNA_RFAM_22797,0,TR0,
bpRNA_RFAM_13410,0,TR0,
bpRNA_RFAM_4686,0,TR0,
bpRNA_RFAM_5658,0,TR0,
bpRNA_RFAM_8636,0,TR0,
bpRNA_RFAM_25668,0,TR0,
bpRNA_RFAM_13376,0,TR0,
bpRNA_SRP_239,0,TR0,
bpRNA_RFAM_37656,0,TR0,
bpRNA_RFAM_13862,0,TR0,
bpRNA_RFAM_31466,0,TR0,
bpRNA_RFAM_28257,0,TR0,
bpRNA_RFAM_41291,0,TR0,
bpRNA_RFAM_26061,0,TR0,
bpRNA_tmRNA_607,0,TR0,
bpRNA_RFAM_27234,0,TR0,
bpRNA_RFAM_37570,0,TR0,
bpRNA_CRW_8510,0,TR0,
bpRNA_RFAM_30890,0,TR0,
bpRNA_RFAM_26990,0,TR0,
bpRNA_RFAM_22363,0,TR0,
bpRNA_RFAM_26445,0,TR0,
bpRNA_SPR_27,0,TR0,
bpRNA_RFAM_40236,0,TR0,
bpRNA_RFAM_1557,0,TR0,
bpRNA_RFAM_18150,0,TR0,
bpRNA_RFAM_38020,0,TR0,
bpRNA_RFAM_18442,0,TR0,
bpRNA_RFAM_4623,0,TR0,
bpRNA_RNP_455,0,TR0,
bpRNA_RFAM_16121,0,TR0,
bpRNA_RFAM_4834,0,TR0,
bpRNA_RFAM_9226,0,TR0,
bpRNA_RFAM_30750,0,TR0,
bpRNA_RFAM_14253,0,TR0,
bpRNA_RFAM_16685,0,TR0,
bpRNA_RFAM_9371,0,TR0,
bpRNA_RNP_420,0,TR0,
bpRNA_RFAM_5118,0,TR0,
bpRNA_RFAM_38440,0,TR0,
bpRNA_RFAM_31675,0,TR0,
bpRNA_RFAM_513,0,TR0,
bpRNA_tmRNA_268,0,TR0,
bpRNA_RFAM_10814,0,TR0,
bpRNA_RFAM_42171,0,TR0,
bpRNA_RFAM_37950,0,TR0,
bpRNA_RFAM_6741,0,TR0,
bpRNA_RFAM_6498,0,TR0,
bpRNA_RFAM_31274,0,TR0,
bpRNA_RFAM_11967,0,TR0,
bpRNA_RFAM_31170,0,TR0,
bpRNA_RFAM_4446,0,TR0,
bpRNA_RFAM_19444,0,TR0,
bpRNA_RFAM_30262,0,TR0,
bpRNA_RFAM_14372,0,TR0,
bpRNA_RFAM_12190,0,TR0,
bpRNA_RFAM_27665,0,TR0,
bpRNA_RFAM_12817,0,TR0,
bpRNA_SPR_104,0,TR0,
bpRNA_RFAM_26515,0,TR0,
bpRNA_RFAM_23415,0,TR0,
bpRNA_RFAM_19353,0,TR0,
bpRNA_RFAM_25056,0,TR0,
bpRNA_RFAM_30953,0,TR0,
bpRNA_RFAM_5253,0,TR0,
bpRNA_RFAM_19302,0,TR0,
bpRNA_RFAM_32191,0,TR0,
bpRNA_RFAM_16382,0,TR0,
bpRNA_RFAM_38326,0,TR0,
bpRNA_RFAM_20178,0,TR0,
bpRNA_RFAM_22045,0,TR0,
bpRNA_RFAM_10074,0,TR0,
bpRNA_CRW_55475,0,TR0,
bpRNA_RFAM_10393,0,TR0,
bpRNA_RFAM_34944,0,TR0,
bpRNA_RFAM_9068,0,TR0,
bpRNA_CRW_19732,0,TR0,
bpRNA_RFAM_18906,0,TR0,
bpRNA_RFAM_20325,0,TR0,
bpRNA_RFAM_2956,0,TR0,
bpRNA_RFAM_26383,0,TR0,
bpRNA_RFAM_22636,0,TR0,
bpRNA_CRW_55492,0,TR0,
bpRNA_RFAM_19977,0,TR0,
bpRNA_RFAM_6256,0,TR0,
bpRNA_RFAM_21402,0,TR0,
bpRNA_RFAM_24381,0,TR0,
bpRNA_RFAM_10130,0,TR0,
bpRNA_RFAM_38254,0,TR0,
bpRNA_RFAM_19856,0,TR0,
bpRNA_RFAM_1550,0,TR0,
bpRNA_RFAM_26966,0,TR0,
bpRNA_RFAM_32644,0,TR0,
bpRNA_RFAM_25366,0,TR0,
bpRNA_RFAM_33125,0,TR0,
bpRNA_RFAM_2615,0,TR0,
bpRNA_RFAM_5466,0,TR0,
bpRNA_CRW_53806,0,TR0,
bpRNA_RFAM_11550,0,TR0,
bpRNA_RFAM_16939,0,TR0,
bpRNA_RFAM_35760,0,TR0,
bpRNA_RFAM_25762,0,TR0,
bpRNA_RFAM_31966,0,TR0,
bpRNA_RFAM_22818,0,TR0,
bpRNA_RFAM_9341,0,TR0,
bpRNA_SRP_685,0,TR0,
bpRNA_RFAM_31117,0,TR0,
bpRNA_RFAM_15589,0,TR0,
bpRNA_CRW_43315,0,TR0,
bpRNA_RFAM_15455,0,TR0,
bpRNA_RFAM_31439,0,TR0,
bpRNA_RFAM_2982,0,TR0,
bpRNA_CRW_33875,0,TR0,
bpRNA_RFAM_41646,0,TR0,
bpRNA_RFAM_6441,0,TR0,
bpRNA_RFAM_33184,0,TR0,
bpRNA_RFAM_2144,0,TR0,
bpRNA_RFAM_27268,0,TR0,
bpRNA_RFAM_43268,0,TR0,
bpRNA_RFAM_22927,0,TR0,
bpRNA_SRP_290,0,TR0,
bpRNA_RFAM_32111,0,TR0,
bpRNA_RFAM_5591,0,TR0,
bpRNA_RFAM_17280,0,TR0,
bpRNA_RFAM_34953,0,TR0,
bpRNA_RFAM_35692,0,TR0,
bpRNA_RFAM_38983,0,TR0,
bpRNA_RNP_239,0,TR0,
bpRNA_RFAM_6512,0,TR0,
bpRNA_RFAM_14499,0,TR0,
bpRNA_RFAM_2992,0,TR0,
bpRNA_RFAM_2988,0,TR0,
bpRNA_RFAM_24801,0,TR0,
bpRNA_RFAM_17535,0,TR0,
bpRNA_RFAM_12211,0,TR0,
bpRNA_RFAM_5793,0,TR0,
bpRNA_RFAM_25265,0,TR0,
bpRNA_RFAM_16195,0,TR0,
bpRNA_RFAM_40050,0,TR0,
bpRNA_CRW_30823,0,TR0,
bpRNA_RFAM_21954,0,TR0,
bpRNA_RFAM_15090,0,TR0,
bpRNA_tmRNA_55,0,TR0,
bpRNA_RFAM_17476,0,TR0,
bpRNA_RFAM_26927,0,TR0,
bpRNA_RFAM_9360,0,TR0,
bpRNA_RFAM_283,0,TR0,
bpRNA_SPR_525,0,TR0,
bpRNA_RFAM_10863,0,TR0,
bpRNA_CRW_25669,0,TR0,
bpRNA_RFAM_22139,0,TR0,
bpRNA_RFAM_43269,0,TR0,
bpRNA_RFAM_34333,0,TR0,
bpRNA_RFAM_31817,0,TR0,
bpRNA_RFAM_9102,0,TR0,
bpRNA_RFAM_24025,0,TR0,
bpRNA_RFAM_8609,0,TR0,
bpRNA_RFAM_18737,0,TR0,
bpRNA_RFAM_35518,0,TR0,
bpRNA_RFAM_22757,0,TR0,
bpRNA_RFAM_9829,0,TR0,
bpRNA_RFAM_13676,0,TR0,
bpRNA_RFAM_29470,0,TR0,
bpRNA_RFAM_17131,0,TR0,
bpRNA_SRP_251,0,TR0,
bpRNA_RFAM_36561,0,TR0,
bpRNA_CRW_28450,0,TR0,
bpRNA_RFAM_22029,0,TR0,
bpRNA_RFAM_18815,0,TR0,
bpRNA_RFAM_7963,0,TR0,
bpRNA_RFAM_9302,0,TR0,
bpRNA_RFAM_8056,0,TR0,
bpRNA_RFAM_30553,0,TR0,
bpRNA_RFAM_1679,0,TR0,
bpRNA_RFAM_11281,0,TR0,
bpRNA_RFAM_12980,0,TR0,
bpRNA_RFAM_17973,0,TR0,
bpRNA_RFAM_31802,0,TR0,
bpRNA_CRW_34245,0,TR0,
bpRNA_RFAM_7393,0,TR0,
bpRNA_RFAM_36074,0,TR0,
bpRNA_RFAM_2347,0,TR0,
bpRNA_RFAM_22082,0,TR0,
bpRNA_RFAM_10886,0,TR0,
bpRNA_RFAM_40390,0,TR0,
bpRNA_RFAM_20873,0,TR0,
bpRNA_RFAM_36274,0,TR0,
bpRNA_RNP_192,0,TR0,
bpRNA_RFAM_9096,0,TR0,
bpRNA_RFAM_18920,0,TR0,
bpRNA_RFAM_20449,0,TR0,
bpRNA_RFAM_24599,0,TR0,
bpRNA_RFAM_16713,0,TR0,
bpRNA_RFAM_7451,0,TR0,
bpRNA_RFAM_12335,0,TR0,
bpRNA_tmRNA_352,0,TR0,
bpRNA_CRW_43765,0,TR0,
bpRNA_RFAM_2007,0,TR0,
bpRNA_RFAM_40877,0,TR0,
bpRNA_RFAM_20631,0,TR0,
bpRNA_RFAM_24929,0,TR0,
bpRNA_RFAM_41391,0,TR0,
bpRNA_RFAM_38310,0,TR0,
bpRNA_RFAM_19368,0,TR0,
bpRNA_RFAM_25289,0,TR0,
bpRNA_RFAM_21204,0,TR0,
bpRNA_RFAM_41186,0,TR0,
bpRNA_RFAM_34971,0,TR0,
bpRNA_RFAM_17746,0,TR0,
bpRNA_RFAM_41803,0,TR0,
bpRNA_RFAM_30284,0,TR0,
bpRNA_RFAM_35045,0,TR0,
bpRNA_RFAM_5794,0,TR0,
bpRNA_RFAM_27265,0,TR0,
bpRNA_RFAM_27664,0,TR0,
bpRNA_RFAM_42717,0,TR0,
bpRNA_RFAM_19034,0,TR0,
bpRNA_RFAM_28395,0,TR0,
bpRNA_CRW_18870,0,TR0,
bpRNA_RFAM_2689,0,TR0,
bpRNA_RFAM_16429,0,TR0,
bpRNA_RFAM_4867,0,TR0,
bpRNA_RFAM_38025,0,TR0,
bpRNA_RFAM_37811,0,TR0,
bpRNA_RFAM_20537,0,TR0,
bpRNA_SRP_126,0,TR0,
bpRNA_RFAM_9136,0,TR0,
bpRNA_RFAM_26933,0,TR0,
bpRNA_SPR_538,0,TR0,
bpRNA_RFAM_41154,0,TR0,
bpRNA_RFAM_25612,0,TR0,
bpRNA_RFAM_8667,0,TR0,
bpRNA_RFAM_39771,0,TR0,
bpRNA_RFAM_816,0,TR0,
bpRNA_RFAM_38297,0,TR0,
bpRNA_SRP_170,0,TR0,
bpRNA_RFAM_28476,0,TR0,
bpRNA_RFAM_8451,0,TR0,
bpRNA_RFAM_12206,0,TR0,
bpRNA_RFAM_15434,0,TR0,
bpRNA_RFAM_13550,0,TR0,
bpRNA_RFAM_32054,0,TR0,
bpRNA_RFAM_37967,0,TR0,
bpRNA_CRW_54574,0,TR0,
bpRNA_RFAM_15446,0,TR0,
bpRNA_RFAM_16377,0,TR0,
bpRNA_RFAM_38343,0,TR0,
bpRNA_RFAM_21397,0,TR0,
bpRNA_RFAM_22796,0,TR0,
bpRNA_RFAM_37157,0,TR0,
bpRNA_RFAM_22704,0,TR0,
bpRNA_RFAM_6508,0,TR0,
bpRNA_RFAM_2411,0,TR0,
bpRNA_RFAM_26361,0,TR0,
bpRNA_RFAM_8552,0,TR0,
bpRNA_RFAM_20329,0,TR0,
bpRNA_RFAM_15660,0,TR0,
bpRNA_RFAM_14041,0,TR0,
bpRNA_RFAM_28595,0,TR0,
bpRNA_CRW_42611,0,TR0,
bpRNA_RFAM_33352,0,TR0,
bpRNA_RFAM_26842,0,TR0,
bpRNA_RFAM_5863,0,TR0,
bpRNA_RFAM_18930,0,TR0,
bpRNA_RFAM_42295,0,TR0,
bpRNA_RFAM_6238,0,TR0,
bpRNA_RFAM_8119,0,TR0,
bpRNA_RFAM_21155,0,TR0,
bpRNA_RFAM_26864,0,TR0,
bpRNA_RFAM_23058,0,TR0,
bpRNA_CRW_31193,0,TR0,
bpRNA_RFAM_31339,0,TR0,
bpRNA_RFAM_35535,0,TR0,
bpRNA_RFAM_21443,0,TR0,
bpRNA_RFAM_14619,0,TR0,
bpRNA_RFAM_38407,0,TR0,
bpRNA_CRW_37820,0,TR0,
bpRNA_RFAM_36625,0,TR0,
bpRNA_RFAM_17797,0,TR0,
bpRNA_RFAM_20383,0,TR0,
bpRNA_RFAM_28339,0,TR0,
bpRNA_tmRNA_402,0,TR0,
bpRNA_RFAM_18879,0,TR0,
bpRNA_RFAM_22997,0,TR0,
bpRNA_RFAM_10112,0,TR0,
bpRNA_RFAM_38315,0,TR0,
bpRNA_RFAM_24963,0,TR0,
bpRNA_RFAM_23206,0,TR0,
bpRNA_RFAM_38089,0,TR0,
bpRNA_RFAM_22462,0,TR0,
bpRNA_RFAM_20482,0,TR0,
bpRNA_RFAM_15603,0,TR0,
bpRNA_RFAM_13792,0,TR0,
bpRNA_RFAM_1852,0,TR0,
bpRNA_RFAM_26518,0,TR0,
bpRNA_RFAM_19464,0,TR0,
bpRNA_RFAM_29779,0,TR0,
bpRNA_CRW_16263,0,TR0,
bpRNA_RFAM_35030,0,TR0,
bpRNA_RFAM_9044,0,TR0,
bpRNA_RFAM_292,0,TR0,
bpRNA_RFAM_27062,0,TR0,
bpRNA_RFAM_14610,0,TR0,
bpRNA_RFAM_38772,0,TR0,
bpRNA_RFAM_24404,0,TR0,
bpRNA_RFAM_29350,0,TR0,
bpRNA_RFAM_15716,0,TR0,
bpRNA_RFAM_23286,0,TR0,
bpRNA_RFAM_34836,0,TR0,
bpRNA_RFAM_38592,0,TR0,
bpRNA_RFAM_16911,0,TR0,
bpRNA_RFAM_14270,0,TR0,
bpRNA_SPR_144,0,TR0,
bpRNA_RFAM_42236,0,TR0,
bpRNA_RFAM_41617,0,TR0,
bpRNA_RFAM_9052,0,TR0,
bpRNA_RFAM_26306,0,TR0,
bpRNA_RFAM_2432,0,TR0,
bpRNA_RFAM_16592,0,TR0,
bpRNA_RFAM_35947,0,TR0,
bpRNA_RFAM_33617,0,TR0,
bpRNA_RFAM_2427,0,TR0,
bpRNA_RFAM_9343,0,TR0,
bpRNA_RFAM_27189,0,TR0,
bpRNA_RFAM_38691,0,TR0,
bpRNA_RFAM_41378,0,TR0,
bpRNA_RFAM_32045,0,TR0,
bpRNA_CRW_27548,0,TR0,
bpRNA_RFAM_22192,0,TR0,
bpRNA_RFAM_12793,0,TR0,
bpRNA_RFAM_20295,0,TR0,
bpRNA_RFAM_22800,0,TR0,
bpRNA_RFAM_3739,0,TR0,
bpRNA_RFAM_14620,0,TR0,
bpRNA_SPR_57,0,TR0,
bpRNA_RFAM_7515,0,TR0,
bpRNA_RFAM_16800,0,TR0,
bpRNA_RFAM_16627,0,TR0,
bpRNA_RFAM_40021,0,TR0,
bpRNA_RFAM_2354,0,TR0,
bpRNA_CRW_37673,0,TR0,
bpRNA_RFAM_5823,0,TR0,
bpRNA_CRW_22503,0,TR0,
bpRNA_RFAM_30407,0,TR0,
bpRNA_RFAM_41917,0,TR0,
bpRNA_RFAM_10572,0,TR0,
bpRNA_CRW_18570,0,TR0,
bpRNA_CRW_26943,0,TR0,
bpRNA_RFAM_19915,0,TR0,
bpRNA_RFAM_3046,0,TR0,
bpRNA_RFAM_13414,0,TR0,
bpRNA_RFAM_19068,0,TR0,
bpRNA_RFAM_11002,0,TR0,
bpRNA_RFAM_41264,0,TR0,
bpRNA_RFAM_24435,0,TR0,
bpRNA_RFAM_1207,0,TR0,
bpRNA_CRW_52100,0,TR0,
bpRNA_RFAM_20394,0,TR0,
bpRNA_RFAM_26938,0,TR0,
bpRNA_RFAM_6766,0,TR0,
bpRNA_RFAM_22445,0,TR0,
bpRNA_RFAM_36289,0,TR0,
bpRNA_RFAM_1285,0,TR0,
bpRNA_RFAM_15639,0,TR0,
bpRNA_RFAM_22990,0,TR0,
bpRNA_RFAM_2591,0,TR0,
bpRNA_RFAM_15333,0,TR0,
bpRNA_RFAM_2429,0,TR0,
bpRNA_RFAM_16871,0,TR0,
bpRNA_RFAM_9875,0,TR0,
bpRNA_RFAM_5241,0,TR0,
bpRNA_RFAM_13681,0,TR0,
bpRNA_tmRNA_325,0,TR0,
bpRNA_RFAM_5815,0,TR0,
bpRNA_RFAM_31858,0,TR0,
bpRNA_RFAM_4224,0,TR0,
bpRNA_RFAM_31899,0,TR0,
bpRNA_RFAM_18384,0,TR0,
bpRNA_RFAM_2941,0,TR0,
bpRNA_RFAM_29101,0,TR0,
bpRNA_RFAM_12224,0,TR0,
bpRNA_RFAM_20973,0,TR0,
bpRNA_RFAM_20758,0,TR0,
bpRNA_RFAM_31734,0,TR0,
bpRNA_RFAM_42206,0,TR0,
bpRNA_CRW_44151,0,TR0,
bpRNA_RFAM_20638,0,TR0,
bpRNA_RFAM_6032,0,TR0,
bpRNA_RFAM_15632,0,TR0,
bpRNA_RFAM_12297,0,TR0,
bpRNA_RFAM_26952,0,TR0,
bpRNA_RFAM_2071,0,TR0,
bpRNA_RFAM_27394,0,TR0,
bpRNA_RFAM_18781,0,TR0,
bpRNA_RFAM_17583,0,TR0,
bpRNA_RFAM_17739,0,TR0,
bpRNA_RFAM_15504,0,TR0,
bpRNA_RFAM_17351,0,TR0,
bpRNA_RFAM_34263,0,TR0,
bpRNA_RFAM_11371,0,TR0,
bpRNA_RFAM_22073,0,TR0,
bpRNA_RFAM_22939,0,TR0,
bpRNA_RFAM_41,0,TR0,
bpRNA_CRW_30808,0,TR0,
bpRNA_RFAM_14395,0,TR0,
bpRNA_RFAM_5395,0,TR0,
bpRNA_SPR_244,0,TR0,
bpRNA_tmRNA_8,0,TR0,
bpRNA_RFAM_38268,0,TR0,
bpRNA_RFAM_11267,0,TR0,
bpRNA_SRP_323,0,TR0,
bpRNA_RFAM_21511,0,TR0,
bpRNA_RFAM_13742,0,TR0,
bpRNA_CRW_26923,0,TR0,
bpRNA_RFAM_15693,0,TR0,
bpRNA_CRW_43795,0,TR0,
bpRNA_CRW_30236,0,TR0,
bpRNA_CRW_54257,0,TR0,
bpRNA_RFAM_20177,0,TR0,
bpRNA_RFAM_15865,0,TR0,
bpRNA_RFAM_35120,0,TR0,
bpRNA_RFAM_21265,0,TR0,
bpRNA_RFAM_29845,0,TR0,
bpRNA_RFAM_14485,0,TR0,
bpRNA_RFAM_32600,0,TR0,
bpRNA_RFAM_19421,0,TR0,
bpRNA_RFAM_24675,0,TR0,
bpRNA_RFAM_6039,0,TR0,
bpRNA_RFAM_234,0,TR0,
bpRNA_RFAM_8528,0,TR0,
bpRNA_RFAM_22629,0,TR0,
bpRNA_RFAM_38274,0,TR0,
bpRNA_RFAM_2649,0,TR0,
bpRNA_RFAM_38767,0,TR0,
bpRNA_RFAM_21812,0,TR0,
bpRNA_RFAM_8601,0,TR0,
bpRNA_RFAM_28407,0,TR0,
bpRNA_RFAM_9325,0,TR0,
bpRNA_RFAM_19274,0,TR0,
bpRNA_RFAM_33647,0,TR0,
bpRNA_RFAM_34062,0,TR0,
bpRNA_RFAM_20066,0,TR0,
bpRNA_RFAM_15765,0,TR0,
bpRNA_RFAM_26360,0,TR0,
bpRNA_RFAM_20590,0,TR0,
bpRNA_RFAM_8263,0,TR0,
bpRNA_RFAM_15695,0,TR0,
bpRNA_RFAM_22267,0,TR0,
bpRNA_RFAM_17055,0,TR0,
bpRNA_RFAM_40891,0,TR0,
bpRNA_RFAM_9274,0,TR0,
bpRNA_RFAM_19354,0,TR0,
bpRNA_RFAM_36072,0,TR0,
bpRNA_RFAM_11931,0,TR0,
bpRNA_RFAM_12423,0,TR0,
bpRNA_RFAM_26630,0,TR0,
bpRNA_RFAM_11978,0,TR0,
bpRNA_RFAM_24970,0,TR0,
bpRNA_RFAM_34325,0,TR0,
bpRNA_RFAM_1107,0,TR0,
bpRNA_RFAM_1217,0,TR0,
bpRNA_RFAM_27881,0,TR0,
bpRNA_RFAM_25409,0,TR0,
bpRNA_RFAM_2620,0,TR0,
bpRNA_RFAM_1365,0,TR0,
bpRNA_RFAM_18866,0,TR0,
bpRNA_RFAM_6073,0,TR0,
bpRNA_RFAM_20589,0,TR0,
bpRNA_RFAM_39808,0,TR0,
bpRNA_RFAM_29970,0,TR0,
bpRNA_RFAM_15886,0,TR0,
bpRNA_RFAM_14102,0,TR0,
bpRNA_RFAM_38740,0,TR0,
bpRNA_RFAM_24957,0,TR0,
bpRNA_CRW_31479,0,TR0,
bpRNA_SPR_77,0,TR0,
bpRNA_CRW_17885,0,TR0,
bpRNA_RFAM_10432,0,TR0,
bpRNA_RFAM_31053,0,TR0,
bpRNA_RFAM_30840,0,TR0,
bpRNA_tmRNA_329,0,TR0,
bpRNA_RFAM_19851,0,TR0,
bpRNA_RFAM_24822,0,TR0,
bpRNA_RFAM_34930,0,TR0,
bpRNA_RFAM_21593,0,TR0,
bpRNA_RFAM_22298,0,TR0,
bpRNA_RFAM_11462,0,TR0,
bpRNA_RFAM_38918,0,TR0,
bpRNA_RFAM_8482,0,TR0,
bpRNA_RFAM_18095,0,TR0,
bpRNA_RFAM_3636,0,TR0,
bpRNA_RFAM_9204,0,TR0,
bpRNA_RFAM_39942,0,TR0,
bpRNA_RFAM_8943,0,TR0,
bpRNA_RFAM_17591,0,TR0,
bpRNA_RFAM_21628,0,TR0,
bpRNA_RFAM_16326,0,TR0,
bpRNA_RFAM_7572,0,TR0,
bpRNA_RFAM_9279,0,TR0,
bpRNA_tmRNA_370,0,TR0,
bpRNA_RFAM_25026,0,TR0,
bpRNA_RFAM_31797,0,TR0,
bpRNA_RFAM_15869,0,TR0,
bpRNA_RFAM_2810,0,TR0,
bpRNA_RFAM_21269,0,TR0,
bpRNA_RFAM_27250,0,TR0,
bpRNA_RFAM_42224,0,TR0,
bpRNA_RFAM_15076,0,TR0,
bpRNA_RFAM_21622,0,TR0,
bpRNA_RFAM_36788,0,TR0,
bpRNA_CRW_37937,0,TR0,
bpRNA_RFAM_26556,0,TR0,
bpRNA_RFAM_8407,0,TR0,
bpRNA_RFAM_41561,0,TR0,
bpRNA_RFAM_12389,0,TR0,
bpRNA_RFAM_11321,0,TR0,
bpRNA_RFAM_22805,0,TR0,
bpRNA_RFAM_42832,0,TR0,
bpRNA_RFAM_30246,0,TR0,
bpRNA_RFAM_9365,0,TR0,
bpRNA_RFAM_34181,0,TR0,
bpRNA_RFAM_15734,0,TR0,
bpRNA_RFAM_25563,0,TR0,
bpRNA_SPR_117,0,TR0,
bpRNA_RFAM_4598,0,TR0,
bpRNA_SRP_639,0,TR0,
bpRNA_RFAM_2985,0,TR0,
bpRNA_RFAM_27432,0,TR0,
bpRNA_RFAM_35565,0,TR0,
bpRNA_RFAM_22315,0,TR0,
bpRNA_RFAM_6495,0,TR0,
bpRNA_RFAM_187,0,TR0,
bpRNA_RFAM_14001,0,TR0,
bpRNA_CRW_8533,0,TR0,
bpRNA_RFAM_12192,0,TR0,
bpRNA_RFAM_29701,0,TR0,
bpRNA_RFAM_25267,0,TR0,
bpRNA_RFAM_31890,0,TR0,
bpRNA_RFAM_29005,0,TR0,
bpRNA_RFAM_1333,0,TR0,
bpRNA_RFAM_27259,0,TR0,
bpRNA_RFAM_42458,0,TR0,
bpRNA_SRP_491,0,TR0,
bpRNA_RFAM_18506,0,TR0,
bpRNA_RFAM_9644,0,TR0,
bpRNA_RFAM_4043,0,TR0,
bpRNA_RFAM_22254,0,TR0,
bpRNA_RFAM_7671,0,TR0,
bpRNA_RFAM_15247,0,TR0,
bpRNA_RFAM_20326,0,TR0,
bpRNA_RFAM_34883,0,TR0,
bpRNA_RFAM_1661,0,TR0,
bpRNA_RFAM_24988,0,TR0,
bpRNA_RFAM_33805,0,TR0,
bpRNA_CRW_55532,0,TR0,
bpRNA_RFAM_16030,0,TR0,
bpRNA_RFAM_5000,0,TR0,
bpRNA_RFAM_35803,0,TR0,
bpRNA_RFAM_4862,0,TR0,
bpRNA_RFAM_17331,0,TR0,
bpRNA_RFAM_36692,0,TR0,
bpRNA_RFAM_6392,0,TR0,
bpRNA_RFAM_41572,0,TR0,
bpRNA_RFAM_35962,0,TR0,
bpRNA_RFAM_34460,0,TR0,
bpRNA_RFAM_35245,0,TR0,
bpRNA_RFAM_23411,0,TR0,
bpRNA_RFAM_39784,0,TR0,
bpRNA_RFAM_37835,0,TR0,
bpRNA_RFAM_42528,0,TR0,
bpRNA_RFAM_31602,0,TR0,
bpRNA_RFAM_20722,0,TR0,
bpRNA_RFAM_39939,0,TR0,
bpRNA_RFAM_35541,0,TR0,
bpRNA_RFAM_35123,0,TR0,
bpRNA_RFAM_34844,0,TR0,
bpRNA_CRW_21232,0,TR0,
bpRNA_RFAM_2157,0,TR0,
bpRNA_RFAM_18617,0,TR0,
bpRNA_RFAM_9356,0,TR0,
bpRNA_RFAM_37658,0,TR0,
bpRNA_RFAM_41744,0,TR0,
bpRNA_RFAM_9680,0,TR0,
bpRNA_CRW_40681,0,TR0,
bpRNA_RFAM_14353,0,TR0,
bpRNA_RFAM_20075,0,TR0,
bpRNA_RFAM_12504,0,TR0,
bpRNA_RFAM_2745,0,TR0,
bpRNA_RFAM_38285,0,TR0,
bpRNA_RFAM_28323,0,TR0,
bpRNA_CRW_42622,0,TR0,
bpRNA_RFAM_10689,0,TR0,
bpRNA_RFAM_33144,0,TR0,
bpRNA_RFAM_7186,0,TR0,
bpRNA_RFAM_38790,0,TR0,
bpRNA_RFAM_7732,0,TR0,
bpRNA_RFAM_34129,0,TR0,
bpRNA_CRW_16874,0,TR0,
bpRNA_RFAM_9135,0,TR0,
bpRNA_RFAM_2989,0,TR0,
bpRNA_CRW_44382,0,TR0,
bpRNA_RFAM_33632,0,TR0,
bpRNA_RFAM_4853,0,TR0,
bpRNA_RFAM_36305,0,TR0,
bpRNA_RFAM_15334,0,TR0,
bpRNA_SPR_415,0,TR0,
bpRNA_RFAM_24553,0,TR0,
bpRNA_CRW_35363,0,TR0,
bpRNA_RFAM_22565,0,TR0,
bpRNA_RFAM_1647,0,TR0,
bpRNA_RFAM_21386,0,TR0,
bpRNA_RFAM_18852,0,TR0,
bpRNA_RNP_248,0,TR0,
bpRNA_RFAM_8954,0,TR0,
bpRNA_RFAM_22020,0,TR0,
bpRNA_RFAM_39804,0,TR0,
bpRNA_RFAM_31830,0,TR0,
bpRNA_RFAM_42426,0,TR0,
bpRNA_RFAM_38939,0,TR0,
bpRNA_RFAM_18806,0,TR0,
bpRNA_SRP_910,0,TR0,
bpRNA_RFAM_27101,0,TR0,
bpRNA_RFAM_17947,0,TR0,
bpRNA_RFAM_38372,0,TR0,
bpRNA_RFAM_23199,0,TR0,
bpRNA_RFAM_7596,0,TR0,
bpRNA_RFAM_40224,0,TR0,
bpRNA_RFAM_16435,0,TR0,
bpRNA_RFAM_9045,0,TR0,
bpRNA_RFAM_2238,0,TR0,
bpRNA_RFAM_4334,0,TR0,
bpRNA_RFAM_6532,0,TR0,
bpRNA_RFAM_33113,0,TR0,
bpRNA_RNP_263,0,TR0,
bpRNA_RFAM_15078,0,TR0,
bpRNA_RFAM_28983,0,TR0,
bpRNA_RFAM_18796,0,TR0,
bpRNA_RFAM_3760,0,TR0,
bpRNA_tmRNA_535,0,TR0,
bpRNA_RFAM_7974,0,TR0,
bpRNA_RFAM_9225,0,TR0,
bpRNA_RFAM_3235,0,TR0,
bpRNA_RFAM_39863,0,TR0,
bpRNA_RFAM_16028,0,TR0,
bpRNA_RFAM_7212,0,TR0,
bpRNA_RFAM_2572,0,TR0,
bpRNA_RFAM_19406,0,TR0,
bpRNA_RFAM_11858,0,TR0,
bpRNA_RFAM_159,0,TR0,
bpRNA_RFAM_18922,0,TR0,
bpRNA_CRW_31992,0,TR0,
bpRNA_RFAM_36003,0,TR0,
bpRNA_RFAM_22345,0,TR0,
bpRNA_RFAM_22698,0,TR0,
bpRNA_RFAM_35104,0,TR0,
bpRNA_RFAM_34835,0,TR0,
bpRNA_RFAM_17705,0,TR0,
bpRNA_RFAM_25134,0,TR0,
bpRNA_RFAM_26549,0,TR0,
bpRNA_RFAM_19223,0,TR0,
bpRNA_RFAM_7218,0,TR0,
bpRNA_RFAM_4552,0,TR0,
bpRNA_RFAM_33697,0,TR0,
bpRNA_RFAM_15021,0,TR0,
bpRNA_RFAM_21169,0,TR0,
bpRNA_RFAM_42422,0,TR0,
bpRNA_RFAM_2555,0,TR0,
bpRNA_CRW_54570,0,TR0,
bpRNA_CRW_42824,0,TR0,
bpRNA_RFAM_36546,0,TR0,
