partition,fold_number,id
train,1,5S_rRNA_Bacteria_B06825
train,1,tRNA_tdbD00006775
train,1,tRNA_tdbD00008717
train,1,5S_rRNA_Bacteria_B05753
train,1,tRNA_tdbD00006120
train,1,5S_rRNA_Plastids_P00243
train,1,tRNA_tdbD00004245
train,1,tRNA_tdbD00005179
train,1,5S_rRNA_Eukaryota_E02723
train,1,tmRNA_Burk.pseu._TRW-28450
train,1,5S_rRNA_Bacteria_B02366
train,1,RNaseP_nuclear_S.pombe
train,1,5S_rRNA_Plastids_P00707
train,1,tRNA_tdbD00004672
train,1,tRNA_tdbD00003401
train,1,tRNA_tdbD00004637
train,1,5S_rRNA_Plastids_P00344
train,1,5S_rRNA_Bacteria_B00837
train,1,tRNA_tdbD00006174
train,1,5S_rRNA_Bacteria_B01520
train,1,5S_rRNA_Eukaryota_E00985
train,1,5S_rRNA_Bacteria_B04645
train,1,5S_rRNA_Bacteria_B02657
train,1,tRNA_tdbD00005271
train,1,tRNA_tdbD00002642
train,1,tRNA_tdbD00004878
train,1,tRNA_tdbD00007255
train,1,tRNA_tdbD00006723
train,1,tRNA_tdbD00010910
train,1,tRNA_tdbD00010583
train,1,5S_rRNA_Bacteria_B05357
train,1,5S_rRNA_Bacteria_B02902
train,1,5S_rRNA_Bacteria_B02775
train,1,5S_rRNA_Bacteria_B05398
train,1,5S_rRNA_Bacteria_B03127
train,1,tRNA_tdbD00004450
train,1,5S_rRNA_Bacteria_B07184
train,1,tRNA_tdbD00006148
train,1,tRNA_tdbD00003078
train,1,tRNA_tdbD00000224
train,1,tRNA_tdbD00003425
train,1,5S_rRNA_Eukaryota_E01482
train,1,5S_rRNA_Eukaryota_E02679
train,1,5S_rRNA_Eukaryota_E01365
train,1,5S_rRNA_Bacteria_B05054
train,1,tRNA_tdbD00008019
train,1,5S_rRNA_Bacteria_B05024
train,1,5S_rRNA_Eukaryota_E01665
train,1,tRNA_tdbD00011676
train,1,5S_rRNA_Bacteria_B01084
train,1,5S_rRNA_Bacteria_B01903
train,1,5S_rRNA_Plastids_P00024
train,1,5S_rRNA_Bacteria_B01615
train,1,tRNA_tdbD00009468
train,1,5S_rRNA_Eukaryota_E00264
train,1,tRNA_tdbD00007925
train,1,16S_rRNA_Bacilli_AY826652
train,1,tRNA_tdbD00001182
train,1,tRNA_tdbD00006233
train,1,tRNA_tdbD00005040
train,1,tmRNA_Myco.mari._TRW-1781-1
train,1,5S_rRNA_Eukaryota_E01275
train,1,5S_rRNA_Plastids_P00676
train,1,tRNA_tdbD00010781
train,1,SRP_archael_Meth.maze._AE008384
train,1,tRNA_tdbD00006306
train,1,5S_rRNA_Eukaryota_E00590
train,1,tRNA_tdbD00008203
train,1,5S_rRNA_Bacteria_B00990
train,1,SRP_animal_Dros.mela._X00952
train,1,tRNA_tdbD00005365
train,1,5S_rRNA_Bacteria_B02792
train,1,5S_rRNA_Bacteria_B00811
train,1,5S_rRNA_Bacteria_B01601
train,1,5S_rRNA_Bacteria_B04915
train,1,tRNA_tdbD00008136
train,1,tRNA_tdbD00009770
train,1,tRNA_tdbD00011787
train,1,tRNA_tdbD00009515
train,1,tRNA_tdbD00006056
train,1,5S_rRNA_Bacteria_B02371
train,1,tRNA_tdbD00005595
train,1,16S_rRNA_Alphaproteobacteria_UNP00386
train,1,5S_rRNA_Eukaryota_E00536
train,1,16S_rRNA_Alphaproteobacteria_AY267522
train,1,RNaseP_a_bacterial_T.maritima
train,1,5S_rRNA_Plastids_P00060
train,1,16S_rRNA_Bacilli_AJ841833
train,1,5S_rRNA_Bacteria_B03520
train,1,tRNA_tdbD00010333
train,1,tRNA_tdbD00006393
train,1,tRNA_tdbD00005798
train,1,5S_rRNA_Bacteria_B00157
train,1,5S_rRNA_Plastids_P00257
train,1,tRNA_tdbD00005617
train,1,5S_rRNA_Bacteria_B02279
train,1,16S_rRNA_Bacilli_DQ643070
train,1,tRNA_tdbD00008823
train,1,tRNA_tdbD00002460
train,1,tRNA_tdbD00011457
train,1,5S_rRNA_Bacteria_B00585
train,1,tRNA_tdbD00006209
train,1,tRNA_tdbD00011093
train,1,5S_rRNA_Eukaryota_E00506
train,1,5S_rRNA_Bacteria_B03532
train,1,tRNA_tdbD00002122
train,1,5S_rRNA_Eukaryota_E00275
train,1,5S_rRNA_Eukaryota_E02851
train,1,5S_rRNA_Bacteria_B07062
train,1,5S_rRNA_Bacteria_B00648
train,1,tRNA_tdbD00010121
train,1,5S_rRNA_Plastids_P00611
train,1,tRNA_tdbD00005815
train,1,tRNA_tdbD00004532
train,1,5S_rRNA_Plastids_P00555
train,1,5S_rRNA_Bacteria_B04928
train,1,16S_rRNA_Bacilli_AJ841853
train,1,5S_rRNA_Plastids_P00767
train,1,5S_rRNA_Bacteria_B05933
train,1,tRNA_tdbD00009392
train,1,5S_rRNA_Bacteria_B05139
train,1,5S_rRNA_Bacteria_B02247
train,1,tRNA_tdbD00005822
train,1,tRNA_tdbD00004324
train,1,5S_rRNA_Bacteria_B02229
train,1,5S_rRNA_Plastids_P00712
train,1,tRNA_tdbD00003287
train,1,5S_rRNA_Bacteria_B05977
train,1,tRNA_tdbD00007209
train,1,tRNA_tdbD00009457
train,1,tRNA_tdbD00009375
train,1,SRP_plant_Oryz.sati._AP003333
train,1,5S_rRNA_Plastids_P00454
train,1,16S_rRNA_Alphaproteobacteria_AY527139
train,1,5S_rRNA_Bacteria_B03214
train,1,tRNA_tdbD00007348
train,1,5S_rRNA_Eukaryota_E01857
train,1,tRNA_tdbD00011808
train,1,tRNA_tdbD00006587
train,1,5S_rRNA_Bacteria_B01773
train,1,5S_rRNA_Bacteria_B01624
train,1,tRNA_tdbD00011357
train,1,5S_rRNA_Eukaryota_E00433
train,1,5S_rRNA_Bacteria_B04338
train,1,5S_rRNA_Bacteria_B05964
train,1,5S_rRNA_Bacteria_B00043
train,1,tRNA_tdbD00003748
train,1,SRP_plant_Pers.amer._X65992
train,1,tRNA_tdbD00007258
train,1,tRNA_tdbD00010281
train,1,16S_rRNA_Bacilli_AY688107
train,1,tRNA_tdbD00006307
train,1,tRNA_tdbD00004511
train,1,5S_rRNA_Bacteria_B01916
train,1,tRNA_tdbD00004213
train,1,tRNA_tdbD00001471
train,1,tRNA_tdbD00011590
train,1,tRNA_tdbD00011426
train,1,5S_rRNA_Eukaryota_E00095
train,1,tRNA_tdbD00011011
train,1,5S_rRNA_Eukaryota_E00692
train,1,5S_rRNA_Bacteria_B02319
train,1,tRNA_tdbD00004767
train,1,tRNA_tdbD00011043
train,1,5S_rRNA_Bacteria_B00661
train,1,5S_rRNA_Bacteria_B00218
train,1,16S_rRNA_Bacilli_DQ007519
train,1,tRNA_tdbD00011260
train,1,5S_rRNA_Bacteria_B03195
train,1,tRNA_tdbD00006507
train,1,5S_rRNA_Archaea_A00084
train,1,5S_rRNA_Bacteria_B02493
train,1,tRNA_tdbD00009596
train,1,5S_rRNA_Bacteria_B04130
train,1,5S_rRNA_Eukaryota_E01177
train,1,tRNA_tdbD00007672
train,1,tRNA_tdbD00006375
train,1,5S_rRNA_Eukaryota_E01464
train,1,tRNA_tdbD00008874
train,1,5S_rRNA_Eukaryota_E02171
train,1,5S_rRNA_Bacteria_B05788
train,1,5S_rRNA_Eukaryota_E00876
train,1,tRNA_tdbD00005675
train,1,tRNA_tdbD00008566
train,1,tRNA_tdbD00004830
train,1,5S_rRNA_Plastids_P00494
train,1,5S_rRNA_Bacteria_B01141
train,1,tRNA_tdbD00009763
train,1,5S_rRNA_Bacteria_B02321
train,1,tRNA_tdbD00009253
train,1,tRNA_tdbD00007002
train,1,tRNA_tdbD00009344
train,1,5S_rRNA_Plastids_P00718
train,1,5S_rRNA_Bacteria_B01443
train,1,5S_rRNA_Bacteria_B05063
train,1,5S_rRNA_Eukaryota_E01922
train,1,tRNA_tdbD00010479
train,1,5S_rRNA_Mitochondria_M00071
train,1,tRNA_tdbD00012041
train,1,5S_rRNA_Bacteria_B00199
train,1,tRNA_tdbD00000977
train,1,5S_rRNA_Bacteria_B01568
train,1,tRNA_tdbD00009860
train,1,16S_rRNA_Alphaproteobacteria_X90815
train,1,5S_rRNA_Bacteria_B07103
train,1,5S_rRNA_Eukaryota_E02407
train,1,tRNA_tdbD00006062
train,1,tRNA_tdbD00009270
train,1,5S_rRNA_Eukaryota_E01577
train,1,16S_rRNA_Alphaproteobacteria_AF007250
train,1,5S_rRNA_Bacteria_B03221
train,1,tRNA_tdbD00011196
train,1,tmRNA_Urea.parv._AE002154
train,1,5S_rRNA_Bacteria_B02260
train,1,5S_rRNA_Eukaryota_E01864
train,1,tmRNA_Shew.spec._CP000444
train,1,5S_rRNA_Bacteria_B01348
train,1,tRNA_tdbD00010837
train,1,5S_rRNA_Archaea_A00123
train,1,5S_rRNA_Eukaryota_E02210
train,1,5S_rRNA_Bacteria_B01473
train,1,5S_rRNA_Bacteria_B06696
train,1,5S_rRNA_Bacteria_B04579
train,1,5S_rRNA_Eukaryota_E01664
train,1,5S_rRNA_Bacteria_B00256
train,1,5S_rRNA_Bacteria_B06038
train,1,5S_rRNA_Bacteria_B06494
train,1,5S_rRNA_Bacteria_B03973
train,1,tRNA_tdbD00004841
train,1,tRNA_tdbD00011438
train,1,16S_rRNA_Alphaproteobacteria_U09271
train,1,5S_rRNA_Eukaryota_E00164
train,1,tRNA_tdbD00009061
train,1,5S_rRNA_Bacteria_B05049
train,1,5S_rRNA_Bacteria_B04402
train,1,tRNA_tdbD00001472
train,1,tRNA_tdbD00005966
train,1,tRNA_tdbD00011503
train,1,tRNA_tdbD00003092
train,1,5S_rRNA_Eukaryota_E01255
train,1,5S_rRNA_Bacteria_B03872
train,1,16S_rRNA_Actinobacteria_AJ871443
train,1,tRNA_tdbD00000666
train,1,5S_rRNA_Bacteria_B06463
train,1,tRNA_tdbD00007691
train,1,tRNA_tdbD00002643
train,1,tRNA_tdbD00008473
train,1,tRNA_tdbD00005540
train,1,tRNA_tdbD00005513
train,1,16S_rRNA_Alphaproteobacteria_U13156
train,1,5S_rRNA_Bacteria_B05576
train,1,5S_rRNA_Bacteria_B04357
train,1,tRNA_tdbD00006227
train,1,5S_rRNA_Bacteria_B06680
train,1,tRNA_tdbD00011742
train,1,5S_rRNA_Bacteria_B05796
train,1,5S_rRNA_Bacteria_B06399
train,1,5S_rRNA_Eukaryota_E01051
train,1,tRNA_tdbD00005328
train,1,tmRNA_Idio.loih._AE017340
train,1,tmRNA_Acti.pleu._TRW-44294
train,1,tRNA_tdbD00008083
train,1,tRNA_tdbD00005892
train,1,5S_rRNA_Bacteria_B06467
train,1,16S_rRNA_Actinobacteria_M74475
train,1,tmRNA_Chro.viol._AE016825
train,1,5S_rRNA_Eukaryota_E00041
train,1,5S_rRNA_Bacteria_B05325
train,1,5S_rRNA_Eukaryota_E00969
train,1,tRNA_tdbD00008693
train,1,5S_rRNA_Eukaryota_E00200
train,1,tRNA_tdbD00002435
train,1,5S_rRNA_Bacteria_B02453
train,1,tRNA_tdbD00004871
train,1,tRNA_tdbD00009151
train,1,5S_rRNA_Bacteria_B00276
train,1,tRNA_tdbD00010776
train,1,5S_rRNA_Bacteria_B00522
train,1,tRNA_tdbD00001143
train,1,5S_rRNA_Eukaryota_E01926
train,1,tRNA_tdbD00003985
train,1,5S_rRNA_Bacteria_B06957
train,1,tRNA_tdbD00005897
train,1,5S_rRNA_Bacteria_B04637
train,1,5S_rRNA_Mitochondria_M00001
train,1,5S_rRNA_Eukaryota_E00813
train,1,RNaseP_a_bacterial_H.influenza
train,1,tRNA_tdbD00011051
train,1,SRP_plant_Medi.trun._AC146941
train,1,tmRNA_Stap.aure._TRW-1280
train,1,16S_rRNA_Actinobacteria_AY234427
train,1,tRNA_tdbD00003532
train,1,5S_rRNA_Eukaryota_E02728
train,1,5S_rRNA_Eukaryota_E01754
train,1,5S_rRNA_Plastids_P00264
train,1,5S_rRNA_Bacteria_B06956
train,1,16S_rRNA_Alphaproteobacteria_AY701898
train,1,5S_rRNA_Bacteria_B06262
train,1,tRNA_tdbD00008836
train,1,5S_rRNA_Eukaryota_E00346
train,1,tRNA_tdbD00005650
train,1,5S_rRNA_Bacteria_B02799
train,1,16S_rRNA_Alphaproteobacteria_Z69039
train,1,5S_rRNA_Bacteria_B01492
train,1,5S_rRNA_Bacteria_B03513
train,1,tRNA_tdbD00009483
train,1,5S_rRNA_Bacteria_B05429
train,1,tRNA_tdbD00008890
train,1,tRNA_tdbD00010484
train,1,5S_rRNA_Bacteria_B01911
train,1,5S_rRNA_Bacteria_B00867
train,1,5S_rRNA_Bacteria_B00329
train,1,5S_rRNA_Plastids_P00851
train,1,5S_rRNA_Plastids_P00258
train,1,16S_rRNA_Alphaproteobacteria_AF460919
train,1,tRNA_tdbD00007616
train,1,tRNA_tdbD00010549
train,1,5S_rRNA_Archaea_A00232
train,1,tRNA_tdbD00000249
train,1,5S_rRNA_Bacteria_B00461
train,1,5S_rRNA_Bacteria_B02972
train,1,5S_rRNA_Plastids_P00500
train,1,5S_rRNA_Eukaryota_E02219
train,1,5S_rRNA_Plastids_P00818
train,1,SRP_long_bacterial_Stap.aure._CP000736
train,1,5S_rRNA_Bacteria_B02145
train,1,tRNA_tdbD00000375
train,1,16S_rRNA_Alphaproteobacteria_UNP00365
train,1,tRNA_tdbD00005200
train,1,5S_rRNA_Bacteria_B05488
train,1,5S_rRNA_Bacteria_B06894
train,1,5S_rRNA_Bacteria_B02097
train,1,5S_rRNA_Eukaryota_E00009
train,1,tRNA_tdbD00005216
train,1,5S_rRNA_Plastids_P00432
train,1,5S_rRNA_Eukaryota_E01798
train,1,5S_rRNA_Bacteria_B01687
train,1,tRNA_tdbD00001339
train,1,5S_rRNA_Bacteria_B05946
train,1,tRNA_tdbD00011373
train,1,5S_rRNA_Bacteria_B01017
train,1,tRNA_tdbD00006076
train,1,tRNA_tdbD00007867
train,1,5S_rRNA_Bacteria_B03219
train,1,5S_rRNA_Bacteria_B03392
train,1,5S_rRNA_Plastids_P00854
train,1,tRNA_tdbD00010191
train,1,tRNA_tdbD00010992
train,1,5S_rRNA_Eukaryota_E02459
train,1,tRNA_tdbD00008640
train,1,5S_rRNA_Bacteria_B06836
train,1,tRNA_tdbD00011504
train,1,tRNA_tdbD00004332
train,1,5S_rRNA_Eukaryota_E02601
train,1,5S_rRNA_Bacteria_B04137
train,1,tRNA_tdbD00009637
train,1,tRNA_tdbD00008583
train,1,5S_rRNA_Bacteria_B06988
train,1,tRNA_tdbD00006200
train,1,5S_rRNA_Bacteria_B04198
train,1,5S_rRNA_Bacteria_B01381
train,1,5S_rRNA_Eukaryota_E00111
train,1,5S_rRNA_Bacteria_B06163
train,1,5S_rRNA_Eukaryota_E02294
train,1,tRNA_tdbD00003977
train,1,5S_rRNA_Bacteria_B00679
train,1,tRNA_tdbD00010457
train,1,tRNA_tdbD00000506
train,1,tRNA_tdbD00004632
train,1,tRNA_tdbD00003245
train,1,tRNA_tdbD00010377
train,1,5S_rRNA_Bacteria_B06199
train,1,5S_rRNA_Bacteria_B04984
train,1,5S_rRNA_Eukaryota_E01685
train,1,5S_rRNA_Eukaryota_E02543
train,1,tRNA_tdbD00004835
train,1,tRNA_tdbD00002458
train,1,5S_rRNA_Bacteria_B00589
train,1,tRNA_tdbD00010694
train,1,tRNA_tdbD00011967
train,1,tRNA_tdbD00008206
train,1,tRNA_tdbD00006439
train,1,5S_rRNA_Bacteria_B01212
train,1,tRNA_tdbD00005054
train,1,5S_rRNA_Eukaryota_E00559
train,1,tRNA_tdbD00002639
train,1,5S_rRNA_Eukaryota_E00091
train,1,SRP_protozoan_Leis.guya._AY722727
train,1,5S_rRNA_Eukaryota_E01431
train,1,tRNA_tdbD00009077
train,1,5S_rRNA_Bacteria_B02142
train,1,5S_rRNA_Eukaryota_E02560
train,1,5S_rRNA_Bacteria_B03202
train,1,5S_rRNA_Bacteria_B03639
train,1,tRNA_tdbD00001132
train,1,tRNA_tdbD00011399
train,1,tRNA_tdbD00004094
train,1,tRNA_tdbD00010062
train,1,tRNA_tdbD00008600
train,1,5S_rRNA_Bacteria_B04396
train,1,5S_rRNA_Bacteria_B06944
train,1,5S_rRNA_Bacteria_B03752
train,1,tRNA_tdbD00005442
train,1,tRNA_tdbD00004601
train,1,tRNA_tdbD00011073
train,1,tRNA_tdbD00011751
train,1,tRNA_tdbD00011128
train,1,tRNA_tdbD00010365
train,1,16S_rRNA_Bacilli_AY599890
train,1,5S_rRNA_Bacteria_B02789
train,1,5S_rRNA_Eukaryota_E01621
train,1,5S_rRNA_Eukaryota_E01450
train,1,5S_rRNA_Eukaryota_E01483
train,1,5S_rRNA_Bacteria_B06039
train,1,5S_rRNA_Bacteria_B03384
train,1,tRNA_tdbD00009497
train,1,tRNA_tdbD00010485
train,1,tRNA_tdbD00008069
train,1,16S_rRNA_Actinobacteria_AF064150
train,1,tRNA_tdbD00002925
train,1,5S_rRNA_Bacteria_B05154
train,1,16S_rRNA_Bacilli_AJ586338
train,1,tRNA_tdbD00011293
train,1,5S_rRNA_Bacteria_B00105
train,1,tRNA_tdbD00009891
train,1,SRP_animal_Dros.anan._CJ969290
train,1,5S_rRNA_Bacteria_B07239
train,1,5S_rRNA_Eukaryota_E01131
train,1,tRNA_tdbD00008931
train,1,tRNA_tdbD00008683
train,1,tRNA_tdbD00006405
train,1,tRNA_tdbD00011048
train,1,SRP_plant_Arab.thal._X72228
train,1,5S_rRNA_Bacteria_B02511
train,1,5S_rRNA_Bacteria_B01312
train,1,SRP_fungal_Pich.guil._GSP-294746
train,1,5S_rRNA_Plastids_P00005
train,1,tRNA_tdbD00010189
train,1,5S_rRNA_Eukaryota_E01260
train,1,5S_rRNA_Bacteria_B04909
train,1,5S_rRNA_Bacteria_B05613
train,1,5S_rRNA_Eukaryota_E00053
train,1,5S_rRNA_Eukaryota_E00141
train,1,tRNA_tdbD00000970
train,1,5S_rRNA_Bacteria_B07146
train,1,5S_rRNA_Eukaryota_E00948
train,1,5S_rRNA_Bacteria_B06157
train,1,5S_rRNA_Bacteria_B02203
train,1,5S_rRNA_Plastids_P00111
train,1,tRNA_tdbD00009762
train,1,tRNA_tdbD00005826
train,1,tRNA_tdbD00009448
train,1,tRNA_tdbD00006978
train,1,5S_rRNA_Plastids_P00731
train,1,tRNA_tdbD00009693
train,1,tRNA_tdbD00009924
train,1,5S_rRNA_Bacteria_B01031
train,1,5S_rRNA_Bacteria_B02745
train,1,5S_rRNA_Eukaryota_E00640
train,1,tRNA_tdbD00008707
train,1,tRNA_tdbD00011237
train,1,tRNA_tdbD00010655
train,1,tRNA_tdbD00010845
train,1,5S_rRNA_Bacteria_B05771
train,1,5S_rRNA_Bacteria_B03567
train,1,tRNA_tdbD00006373
train,1,5S_rRNA_Archaea_A00229
train,1,tRNA_tdbD00003089
train,1,5S_rRNA_Bacteria_B04995
train,1,tRNA_tdbD00007436
train,1,5S_rRNA_Bacteria_B06435
train,1,5S_rRNA_Eukaryota_E00622
train,1,5S_rRNA_Bacteria_B05027
train,1,tRNA_tdbD00001147
train,1,tRNA_tdbD00009005
train,1,tRNA_tdbD00009242
train,1,tRNA_tdbD00010888
train,1,5S_rRNA_Eukaryota_E01297
train,1,tRNA_tdbD00006874
train,1,tRNA_tdbD00000546
train,1,tRNA_tdbD00003871
train,1,tRNA_tdbD00002606
train,1,5S_rRNA_Bacteria_B05512
train,1,tRNA_tdbD00002590
train,1,tRNA_tdbD00011807
train,1,5S_rRNA_Bacteria_B06771
train,1,5S_rRNA_Bacteria_B06702
train,1,5S_rRNA_Eukaryota_E00765
train,1,5S_rRNA_Bacteria_B05975
train,1,5S_rRNA_Eukaryota_E01493
train,1,5S_rRNA_Bacteria_B04381
train,1,tRNA_tdbD00008490
train,1,5S_rRNA_Archaea_A00306
train,1,16S_rRNA_Bacilli_AY688054
train,1,5S_rRNA_Bacteria_B04886
train,1,tRNA_tdbD00009444
train,1,tRNA_tdbD00005126
train,1,5S_rRNA_Bacteria_B00102
train,1,tRNA_tdbD00004989
train,1,tRNA_tdbD00007020
train,1,5S_rRNA_Bacteria_B03901
train,1,5S_rRNA_Archaea_A00096
train,1,tRNA_tdbD00004058
train,1,tRNA_tdbD00011312
train,1,tRNA_tdbD00006332
train,1,tRNA_tdbD00006566
train,1,tRNA_tdbD00004679
train,1,tRNA_tdbD00010370
train,1,tRNA_tdbD00004151
train,1,5S_rRNA_Archaea_A00099
train,1,tRNA_tdbD00003827
train,1,5S_rRNA_Bacteria_B05204
train,1,tRNA_tdbD00002457
train,1,tRNA_tdbD00011554
train,1,5S_rRNA_Bacteria_B00928
train,1,5S_rRNA_Bacteria_B03538
train,1,tRNA_tdbD00003096
train,1,tRNA_tdbD00007485
train,1,5S_rRNA_Bacteria_B04552
train,1,5S_rRNA_Eukaryota_E02696
train,1,tRNA_tdbD00000014
train,1,5S_rRNA_Bacteria_B01470
train,1,16S_rRNA_Bacilli_AF498069
train,1,tRNA_tdbD00005948
train,1,5S_rRNA_Bacteria_B01627
train,1,5S_rRNA_Bacteria_B01162
train,1,5S_rRNA_Bacteria_B06416
train,1,5S_rRNA_Bacteria_B04522
train,1,tRNA_tdbD00010029
train,1,5S_rRNA_Bacteria_B06293
train,1,5S_rRNA_Eukaryota_E01810
train,1,16S_rRNA_Bacilli_AJ841858
train,1,5S_rRNA_Bacteria_B05528
train,1,5S_rRNA_Eukaryota_E02634
train,1,tRNA_tdbD00008803
train,1,16S_rRNA_Actinobacteria_AY336557
train,1,5S_rRNA_Bacteria_B06714
train,1,tRNA_tdbD00000805
train,1,tRNA_tdbD00008529
train,1,tRNA_tdbD00005967
train,1,tRNA_tdbD00007902
train,1,5S_rRNA_Bacteria_B02042
train,1,16S_rRNA_Bacilli_AY827014
train,1,5S_rRNA_Bacteria_B05462
train,1,5S_rRNA_Bacteria_B03656
train,1,16S_rRNA_Alphaproteobacteria_M55496
train,1,5S_rRNA_Eukaryota_E00862
train,1,16S_rRNA_Bacilli_DQ677554
train,1,5S_rRNA_Bacteria_B06024
train,1,5S_rRNA_Eukaryota_E01273
train,1,tRNA_tdbD00011924
train,1,SRP_archael_Picr.torr._AE017261
train,1,tRNA_tdbD00006702
train,1,5S_rRNA_Bacteria_B05729
train,1,tRNA_tdbD00006139
train,1,5S_rRNA_Bacteria_B01658
train,1,5S_rRNA_Bacteria_B06911
train,1,5S_rRNA_Bacteria_B04459
train,1,5S_rRNA_Bacteria_B02664
train,1,5S_rRNA_Plastids_P00349
train,1,tRNA_tdbD00007718
train,1,tmRNA_Buch.aphi._AE016826
train,1,5S_rRNA_Eukaryota_E00880
train,1,5S_rRNA_Bacteria_B05628
train,1,tRNA_tdbD00004124
train,1,5S_rRNA_Bacteria_B05361
train,1,5S_rRNA_Eukaryota_E00871
train,1,5S_rRNA_Bacteria_B04110
train,1,tRNA_tdbD00007180
train,1,5S_rRNA_Eukaryota_E00781
train,1,SRP_fungal_Para.bras._CN241909
train,1,RNaseP_a_bacterial_B.burgdorferi-g
train,1,5S_rRNA_Bacteria_B05416
train,1,tRNA_tdbD00010078
train,1,5S_rRNA_Mitochondria_M00044
train,1,5S_rRNA_Bacteria_B00153
train,1,5S_rRNA_Bacteria_B01965
train,1,tRNA_tdbD00004282
train,1,5S_rRNA_Eukaryota_E02504
train,1,5S_rRNA_Bacteria_B01291
train,1,tRNA_tdbD00011017
train,1,5S_rRNA_Eukaryota_E02252
train,1,5S_rRNA_Archaea_A00312
train,1,5S_rRNA_Eukaryota_E00551
train,1,tRNA_tdbD00003776
train,1,5S_rRNA_Bacteria_B00275
train,1,tRNA_tdbD00010023
train,1,5S_rRNA_Bacteria_B05938
train,1,5S_rRNA_Bacteria_B02927
train,1,5S_rRNA_Bacteria_B02408
train,1,5S_rRNA_Eukaryota_E00310
train,1,tRNA_tdbD00004109
train,1,16S_rRNA_Aquifcae_DQ398776
train,1,tRNA_tdbD00004364
train,1,5S_rRNA_Bacteria_B07027
train,1,tRNA_tdbD00004429
train,1,5S_rRNA_Bacteria_B04581
train,1,5S_rRNA_Bacteria_B07170
train,1,tRNA_tdbD00010978
train,1,tRNA_tdbD00006392
train,1,tRNA_tdbD00010020
train,1,5S_rRNA_Bacteria_B03244
train,1,tRNA_tdbD00009036
train,1,tRNA_tdbD00005364
train,1,tRNA_tdbD00008574
train,1,tRNA_tdbD00000021
train,1,tRNA_tdbD00005539
train,1,tmRNA_Rals.eutr._CP000090
train,1,tRNA_tdbD00005611
train,1,tRNA_tdbD00004114
train,1,5S_rRNA_Bacteria_B02364
train,1,tRNA_tdbD00004762
train,1,5S_rRNA_Bacteria_B04222
train,1,5S_rRNA_Eukaryota_E00337
train,1,tRNA_tdbD00005674
train,1,5S_rRNA_Bacteria_B02983
train,1,5S_rRNA_Eukaryota_E00245
train,1,tRNA_tdbD00010007
train,1,tRNA_tdbD00005482
train,1,5S_rRNA_Bacteria_B01459
train,1,5S_rRNA_Plastids_P00774
train,1,5S_rRNA_Plastids_P00453
train,1,5S_rRNA_Bacteria_B02634
train,1,tmRNA_Tric.eryt._CP000393
train,1,5S_rRNA_Eukaryota_E00553
train,1,tRNA_tdbD00011823
train,1,5S_rRNA_Eukaryota_E00697
train,1,5S_rRNA_Bacteria_B03410
train,1,5S_rRNA_Bacteria_B05286
train,1,5S_rRNA_Eukaryota_E02143
train,1,5S_rRNA_Bacteria_B07264
train,1,tRNA_tdbD00004162
train,1,5S_rRNA_Bacteria_B01825
train,1,5S_rRNA_Bacteria_B06952
train,1,tmRNA_Yers.pest._AE017042
train,1,tRNA_tdbD00009328
train,1,5S_rRNA_Bacteria_B05144
train,1,tRNA_tdbD00008043
train,1,5S_rRNA_Bacteria_B05780
train,1,tRNA_tdbD00001357
train,1,5S_rRNA_Bacteria_B01976
train,1,5S_rRNA_Bacteria_B05100
train,1,5S_rRNA_Plastids_P00329
train,1,5S_rRNA_Bacteria_B01007
train,1,tRNA_tdbD00006047
train,1,5S_rRNA_Bacteria_B00761
train,1,5S_rRNA_Eukaryota_E00157
train,1,tRNA_tdbD00011056
train,1,5S_rRNA_Bacteria_B01663
train,1,tmRNA_Heli.pylo._TRW-85963
train,1,5S_rRNA_Bacteria_B04429
train,1,tRNA_tdbD00007530
train,1,tRNA_tdbD00008105
train,1,5S_rRNA_Bacteria_B01013
train,1,5S_rRNA_Bacteria_B01123
train,1,RNaseP_a_bacterial_Nocardiodes-NSP41
train,1,tRNA_tdbD00006940
train,1,5S_rRNA_Bacteria_B02967
train,1,tRNA_tdbD00004306
train,1,5S_rRNA_Eukaryota_E00292
train,1,tRNA_tdbD00012027
train,1,tRNA_tdbD00005375
train,1,tRNA_tdbD00000237
train,1,5S_rRNA_Bacteria_B03066
train,1,tRNA_tdbD00007433
train,1,5S_rRNA_Plastids_P00486
train,1,tRNA_tdbD00009587
train,1,16S_rRNA_Actinobacteria_U02904
train,1,tRNA_tdbD00010278
train,1,tRNA_tdbD00009531
train,1,tRNA_tdbD00009594
train,1,tRNA_tdbD00008671
train,1,tRNA_tdbD00010700
train,1,tRNA_tdbD00010947
train,1,5S_rRNA_Plastids_P00463
train,1,5S_rRNA_Plastids_P00509
train,1,16S_rRNA_Actinobacteria_AY027645
train,1,SRP_small_bacterial_Shew.balt._CP000563
train,1,tRNA_tdbD00004975
train,1,5S_rRNA_Bacteria_B05829
train,1,5S_rRNA_Bacteria_B00894
train,1,tRNA_tdbD00008593
train,1,tmRNA_Salm.ente._AE017220
train,1,5S_rRNA_Bacteria_B05277
train,1,RNaseP_b_bacterial_M.pneumoniae
train,1,tRNA_tdbD00011207
train,1,5S_rRNA_Bacteria_B00666
train,1,5S_rRNA_Eukaryota_E02460
train,1,SRP_long_bacterial_List.mono._AE017331
train,1,5S_rRNA_Eukaryota_E01461
