id,folding,method
bpRNA_RFAM_6225,"[[4, 143], [6, 141], [7, 140], [9, 138], [10, 137], [11, 136], [12, 135], [14, 134], [15, 133], [19, 129], [21, 128], [22, 127], [23, 126], [24, 125], [25, 124], [27, 66], [28, 65], [29, 64], [30, 63], [31, 62], [32, 61], [33, 60], [34, 59], [35, 58], [36, 57], [37, 56], [38, 55], [45, 106], [46, 105], [48, 103], [72, 115], [82, 104], [86, 99], [87, 98], [88, 97], [89, 96], [90, 95], [112, 122]]",UFold
bpRNA_RFAM_5751,"[[2, 37], [3, 36], [4, 35], [5, 34], [6, 33], [12, 32], [13, 31], [14, 30], [15, 25], [16, 24], [40, 61], [41, 60], [42, 59], [43, 58], [44, 57], [45, 56], [46, 55], [47, 54]]",UFold
bpRNA_RFAM_14204,"[[2, 59], [3, 58], [4, 57], [5, 56], [6, 55], [7, 54], [8, 53], [10, 52], [11, 51], [13, 48], [15, 47], [16, 46], [19, 44], [20, 43], [21, 42], [22, 41], [23, 40], [24, 39], [26, 37], [27, 36], [28, 35], [29, 34], [68, 132], [69, 131], [70, 130], [72, 126], [74, 124], [75, 123], [79, 122], [80, 120], [81, 119], [82, 111], [84, 117], [86, 115], [87, 109], [91, 104], [92, 103], [93, 102]]",UFold
bpRNA_RFAM_33128,"[[3, 87], [4, 86], [5, 85], [6, 84], [7, 83], [9, 58], [10, 57], [11, 56], [12, 55], [13, 54], [14, 53], [15, 65], [17, 60], [18, 50], [19, 49], [20, 48], [21, 47], [22, 46], [23, 45], [24, 44], [26, 51], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [32, 38], [67, 78], [68, 77], [69, 76]]",UFold
bpRNA_SPR_513,"[[1, 83], [2, 82], [3, 81], [4, 80], [5, 79], [6, 78], [7, 77], [10, 26], [11, 25], [12, 24], [27, 45], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [60, 76], [61, 75], [62, 74], [63, 73], [64, 72]]",UFold
bpRNA_RFAM_4326,"[[2, 357], [4, 159], [5, 158], [6, 157], [7, 156], [8, 155], [9, 154], [10, 153], [11, 152], [12, 151], [13, 150], [14, 149], [15, 148], [16, 147], [17, 146], [18, 145], [19, 396], [23, 392], [41, 299], [43, 297], [44, 143], [57, 113], [58, 112], [59, 111], [75, 304], [78, 102], [79, 101], [80, 100], [84, 96], [87, 93], [89, 98], [90, 97], [105, 264], [106, 263], [107, 262], [108, 261], [109, 260], [110, 259], [120, 352], [123, 213], [130, 240], [140, 333], [141, 332], [167, 328], [178, 320], [180, 318], [181, 317], [182, 340], [183, 339], [184, 308], [185, 307], [186, 306], [187, 305], [188, 195], [189, 194], [191, 302], [192, 301], [193, 300], [227, 256], [228, 255], [229, 254], [230, 253], [231, 252], [232, 244], [233, 251], [234, 250], [235, 242], [238, 245], [311, 381], [312, 382], [316, 386], [319, 372], [336, 395], [337, 394], [338, 393], [359, 378], [360, 377], [361, 376], [362, 375], [363, 374], [364, 373]]",UFold
bpRNA_RFAM_37664,"[[2, 15], [3, 14], [4, 13], [5, 12], [6, 11], [8, 96], [17, 36], [18, 35], [19, 34], [20, 33], [22, 31], [23, 30], [24, 29], [26, 175], [27, 174], [28, 173], [42, 158], [43, 157], [44, 156], [48, 153], [49, 152], [50, 151], [52, 61], [57, 141], [58, 140], [59, 139], [62, 150], [63, 149], [64, 148], [65, 147], [66, 146], [67, 145], [68, 144], [70, 142], [77, 138], [78, 137], [79, 136], [80, 135], [81, 134], [82, 133], [83, 118], [84, 117], [86, 116], [87, 115], [88, 114], [89, 113], [90, 112], [91, 107], [92, 106], [93, 105], [94, 103]]",UFold
bpRNA_SPR_402,"[[1, 81], [2, 80], [3, 79], [4, 78], [5, 77], [6, 76], [7, 75], [10, 25], [11, 24], [12, 23], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [58, 74], [59, 73], [60, 72], [61, 71], [62, 70]]",UFold
bpRNA_RFAM_13745,"[[3, 56], [4, 55], [5, 54], [6, 53], [7, 51], [8, 50], [12, 77], [14, 46], [18, 42], [19, 43], [21, 40], [22, 39], [23, 38], [24, 37], [25, 36], [26, 35], [27, 34], [65, 131], [66, 130], [68, 129], [69, 128], [70, 127], [71, 126], [72, 125], [73, 124], [75, 122], [76, 121], [78, 120], [79, 119], [80, 118], [81, 117], [83, 115], [84, 114], [85, 113], [86, 112], [88, 116], [93, 110], [94, 109], [95, 108], [97, 107], [98, 106], [99, 105]]",UFold
bpRNA_RFAM_32087,"[[17, 52], [18, 51], [19, 50], [20, 49], [21, 48], [23, 47], [34, 43], [35, 42], [36, 41]]",UFold
bpRNA_RFAM_10103,"[[2, 82], [3, 81], [4, 80], [5, 79], [6, 78], [15, 29], [16, 28], [17, 27], [18, 26]]",UFold
bpRNA_RFAM_20221,"[[2, 80], [3, 79], [4, 78], [5, 77], [6, 76], [7, 75], [8, 74], [10, 72], [11, 71], [12, 70], [13, 69], [14, 68], [15, 67], [16, 66], [17, 65], [18, 64], [19, 63], [21, 61], [24, 58], [25, 57], [26, 56], [27, 52], [28, 51], [30, 49], [31, 48], [32, 47], [33, 46], [34, 45], [35, 44], [36, 43]]",UFold
bpRNA_CRW_30983,"[[2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [26, 46], [27, 45], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",UFold
bpRNA_RFAM_36491,"[[5, 60], [6, 59], [7, 58], [8, 57], [9, 56], [10, 55], [15, 50], [17, 48], [19, 46], [20, 45], [21, 44], [22, 43], [23, 42], [24, 41], [25, 40], [26, 39], [27, 38], [28, 37], [29, 36]]",UFold
bpRNA_CRW_42243,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [10, 26], [11, 25], [12, 24], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 65], [51, 64], [52, 63], [53, 62], [54, 61]]",UFold
bpRNA_SRP_861,"[[2, 95], [3, 94], [4, 93], [5, 92], [6, 91], [7, 90], [8, 89], [9, 87], [10, 85], [11, 84], [12, 83], [13, 82], [15, 77], [16, 76], [17, 75], [19, 74], [20, 73], [21, 72], [23, 70], [24, 32], [25, 68], [26, 31], [28, 64], [29, 63], [35, 60], [36, 59], [37, 58], [38, 57], [43, 52], [44, 51], [45, 50]]",UFold
bpRNA_RFAM_13610,"[[15, 85], [18, 39], [19, 38], [20, 37], [21, 36], [22, 35], [23, 34], [24, 33], [25, 32], [26, 31], [27, 30], [28, 88], [29, 87], [40, 61], [42, 59], [43, 58], [44, 57], [45, 56], [46, 55], [47, 54], [48, 53], [66, 78], [67, 124], [69, 74], [70, 122], [71, 121], [80, 109], [81, 108], [82, 107], [83, 106], [84, 105], [92, 104], [93, 103], [94, 102]]",UFold
bpRNA_RFAM_6784,"[[3, 78], [4, 77], [5, 76], [8, 73], [9, 72], [10, 71], [11, 70], [12, 69], [13, 68], [14, 67], [15, 66], [16, 65], [17, 64], [18, 63], [19, 62], [20, 61], [22, 60], [23, 59], [24, 58], [25, 57], [26, 56], [29, 54], [30, 53], [31, 52], [32, 51], [33, 50], [34, 48], [35, 47], [36, 46], [37, 45]]",UFold
bpRNA_CRW_41711,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [26, 44], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",UFold
bpRNA_RFAM_21619,"[[2, 96], [3, 95], [4, 94], [6, 92], [7, 91], [8, 90], [10, 88], [11, 87], [12, 86], [13, 85], [14, 84], [15, 83], [16, 82], [17, 81], [19, 79], [20, 78], [21, 77], [22, 76], [23, 75], [24, 74], [25, 73], [26, 72], [28, 70], [31, 66], [32, 65], [33, 64], [34, 63], [35, 62], [36, 61], [37, 60], [38, 59], [39, 58], [40, 57], [41, 56], [42, 55], [43, 54]]",UFold
bpRNA_RFAM_8208,"[[3, 112], [4, 111], [5, 110], [6, 109], [7, 108], [8, 107], [13, 41], [15, 40], [16, 39], [17, 38], [18, 37], [21, 31], [22, 30], [23, 29], [42, 77], [43, 76], [44, 75], [45, 74], [47, 73], [48, 72], [49, 69], [50, 68], [51, 67], [52, 66], [53, 65], [54, 64], [55, 63], [56, 62], [86, 103], [87, 102], [88, 101], [89, 100], [90, 99], [91, 98], [92, 97]]",UFold
bpRNA_RFAM_22967,"[[2, 69], [3, 68], [4, 67], [9, 62], [13, 21], [17, 31], [18, 30], [19, 29], [61, 94], [63, 92], [64, 91], [65, 90], [66, 89], [70, 85], [72, 83], [74, 81], [75, 80]]",UFold
bpRNA_RFAM_28143,"[[6, 83], [7, 82], [8, 81], [9, 80], [10, 79], [11, 78], [12, 77], [13, 76], [14, 75], [15, 74], [16, 73], [17, 72], [18, 71], [19, 70], [20, 69], [21, 68], [22, 67], [23, 36], [24, 35], [25, 34], [26, 33], [27, 32], [37, 58], [38, 57], [39, 56], [40, 55], [41, 54], [42, 53]]",UFold
bpRNA_RFAM_21697,"[[2, 180], [4, 178], [5, 177], [6, 176], [7, 175], [8, 174], [9, 173], [10, 172], [11, 171], [12, 170], [13, 169], [14, 168], [15, 167], [16, 166], [17, 165], [18, 164], [20, 162], [21, 161], [22, 160], [23, 159], [24, 158], [25, 156], [26, 155], [27, 154], [28, 153], [29, 152], [31, 151], [32, 150], [33, 149], [34, 148], [35, 147], [36, 146], [37, 145], [38, 144], [39, 143], [40, 142], [41, 141], [43, 139], [44, 138], [45, 137], [46, 136], [48, 134], [49, 133], [50, 132], [51, 131], [52, 130], [53, 129], [54, 128], [55, 127], [59, 123], [60, 122], [61, 121], [62, 120], [63, 119], [64, 118], [65, 117], [66, 116], [67, 115], [68, 114], [69, 113], [70, 112], [71, 111], [73, 109], [74, 108], [75, 107], [76, 106], [77, 105], [80, 101], [81, 100], [83, 99], [84, 98], [85, 97], [86, 96], [87, 95], [88, 94], [89, 93]]",UFold
bpRNA_RFAM_22311,"[[2, 171], [3, 170], [4, 169], [5, 168], [7, 166], [8, 165], [9, 164], [11, 162], [12, 161], [15, 160], [16, 159], [17, 158], [18, 157], [19, 156], [20, 155], [21, 154], [22, 153], [23, 152], [24, 151], [25, 150], [26, 149], [27, 148], [28, 147], [29, 146], [30, 145], [31, 144], [32, 143], [33, 142], [34, 141], [35, 140], [36, 139], [37, 138], [38, 137], [39, 136], [40, 135], [47, 79], [48, 78], [49, 77], [50, 75], [51, 74], [52, 73], [53, 72], [54, 71], [56, 118], [57, 70], [58, 69], [59, 68], [60, 67], [80, 97], [81, 96], [83, 94], [84, 93], [85, 92], [86, 91], [119, 133], [120, 132], [121, 131], [122, 130], [123, 129]]",UFold
bpRNA_RFAM_11766,"[[2, 114], [3, 113], [6, 110], [7, 109], [8, 108], [45, 62], [46, 61], [47, 60], [48, 59], [49, 58], [50, 57], [51, 56]]",UFold
bpRNA_RFAM_40869,"[[2, 46], [3, 54], [4, 44], [5, 43], [7, 41], [8, 40], [9, 37], [10, 36], [12, 34], [13, 33], [14, 32], [15, 31], [16, 30], [17, 29], [18, 28], [19, 27], [20, 59], [60, 115], [61, 114], [62, 113], [63, 112], [64, 111], [65, 110], [70, 103], [71, 102], [75, 101], [76, 100], [77, 99], [78, 98], [79, 97], [80, 96], [81, 95], [82, 94], [84, 92]]",UFold
bpRNA_SRP_720,"[[2, 16], [4, 14], [5, 13], [6, 12], [7, 11], [8, 403], [10, 443], [17, 437], [18, 436], [19, 435], [20, 434], [21, 433], [22, 432], [23, 431], [28, 424], [29, 423], [30, 422], [31, 421], [32, 420], [33, 419], [35, 417], [42, 72], [44, 71], [46, 69], [47, 68], [48, 67], [49, 66], [51, 397], [55, 441], [57, 393], [58, 392], [59, 391], [60, 390], [61, 389], [62, 388], [63, 387], [75, 160], [79, 306], [80, 305], [95, 418], [96, 139], [99, 123], [124, 152], [126, 150], [131, 146], [132, 145], [133, 144], [134, 143], [135, 142], [136, 141], [147, 362], [148, 361], [149, 360], [151, 358], [161, 313], [164, 345], [165, 344], [166, 343], [167, 342], [168, 341], [170, 339], [179, 335], [180, 334], [181, 333], [182, 332], [183, 331], [184, 330], [185, 329], [186, 328], [187, 327], [188, 326], [189, 324], [190, 323], [191, 229], [192, 321], [193, 228], [194, 227], [195, 318], [196, 317], [197, 224], [199, 222], [201, 261], [202, 262], [203, 217], [204, 216], [205, 215], [209, 303], [210, 302], [234, 281], [235, 369], [236, 368], [237, 367], [238, 366], [239, 365], [240, 364], [241, 272], [242, 271], [243, 270], [244, 269], [245, 268], [246, 267], [247, 266], [248, 265], [249, 264], [250, 263], [252, 260], [253, 259], [283, 298], [285, 296], [286, 295], [287, 294], [288, 293], [340, 363], [346, 356], [347, 355], [348, 354], [398, 412], [399, 411], [400, 410], [401, 409], [402, 408]]",UFold
bpRNA_RFAM_4510,"[[2, 19], [3, 18], [5, 16], [6, 15], [7, 14], [8, 13], [23, 34], [24, 33], [25, 32], [27, 30], [66, 108], [67, 107], [68, 106], [69, 105], [70, 104], [76, 101], [77, 100], [78, 99], [79, 98], [80, 97], [81, 96], [82, 95], [83, 94], [84, 93], [85, 92], [86, 91]]",UFold
bpRNA_RFAM_908,"[[9, 26], [11, 179], [12, 178], [13, 22], [14, 21], [15, 20], [16, 176], [23, 39], [30, 36], [32, 117], [35, 98], [38, 95], [42, 152], [43, 151], [49, 66], [50, 65], [51, 64], [52, 63], [53, 62], [54, 61], [55, 60], [67, 85], [68, 84], [69, 83], [70, 82], [71, 81], [72, 80], [73, 79], [74, 78], [113, 144], [123, 136], [124, 135], [125, 134], [126, 133], [127, 132], [131, 147], [146, 192], [148, 190], [149, 188], [156, 177], [158, 175], [159, 174], [160, 173], [163, 170], [164, 169]]",UFold
bpRNA_RFAM_35704,"[[23, 31], [24, 30], [25, 35], [26, 34], [27, 33], [36, 49], [38, 47], [39, 46], [40, 45], [57, 80], [58, 79], [59, 78], [60, 77], [61, 76], [62, 75], [63, 74], [64, 73], [65, 72]]",UFold
bpRNA_RFAM_28532,"[[6, 90], [7, 89], [8, 88], [9, 87], [10, 86], [11, 85], [12, 84], [13, 83], [14, 82], [15, 81], [16, 80], [17, 79], [18, 78], [19, 77], [20, 76], [21, 75], [22, 74], [23, 73], [24, 35], [25, 34], [26, 33], [27, 32], [37, 65], [38, 64], [39, 63], [40, 62], [41, 61], [42, 60]]",UFold
bpRNA_RFAM_14681,"[[5, 142], [6, 110], [7, 140], [9, 139], [10, 18], [13, 106], [14, 105], [25, 37], [26, 36], [27, 35], [28, 34], [40, 275], [50, 264], [52, 66], [53, 65], [54, 64], [55, 62], [56, 61], [68, 253], [70, 250], [71, 257], [82, 95], [84, 93], [85, 92], [88, 230], [89, 229], [90, 135], [96, 219], [103, 122], [104, 121], [107, 119], [108, 118], [109, 117], [110, 207], [111, 206], [112, 205], [113, 204], [114, 203], [115, 202], [116, 201], [143, 182], [144, 181], [145, 180], [147, 178], [148, 177], [149, 176], [162, 170], [190, 265], [191, 263], [193, 262], [194, 260], [208, 248], [216, 240], [223, 241], [237, 252], [267, 282], [268, 281], [269, 280], [270, 279], [271, 278], [272, 277]]",UFold
bpRNA_RFAM_8318,"[[4, 112], [5, 111], [6, 110], [7, 109], [8, 108], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 114], [42, 75], [43, 74], [44, 73], [46, 72], [47, 71], [48, 70], [49, 69], [50, 67], [51, 66], [52, 65], [53, 64], [82, 106], [84, 104], [85, 103], [86, 102], [87, 101], [88, 100], [89, 99], [90, 98], [91, 97], [92, 96]]",UFold
bpRNA_RFAM_42194,"[[10, 155], [16, 112], [17, 111], [18, 110], [19, 109], [20, 108], [22, 106], [24, 104], [25, 103], [26, 102], [27, 101], [28, 100], [29, 99], [35, 170], [43, 95], [44, 94], [47, 90], [48, 89], [49, 88], [50, 175], [51, 85], [52, 84], [53, 83], [54, 82], [55, 81], [56, 80], [59, 79], [61, 77], [62, 76], [63, 75], [64, 74], [65, 73], [66, 72], [67, 71], [96, 190], [97, 189], [98, 188], [105, 181], [107, 179], [124, 166], [125, 165], [126, 186], [127, 185], [128, 164], [129, 163], [131, 161], [132, 160], [133, 159], [134, 158], [135, 157], [136, 156], [139, 153], [140, 152], [141, 151], [142, 150], [143, 149], [162, 203], [167, 204], [191, 218], [192, 217], [193, 216], [194, 215], [195, 214], [196, 213], [197, 212], [198, 211], [199, 210], [200, 209], [201, 208]]",UFold
bpRNA_RFAM_38013,"[[2, 15], [3, 14], [4, 13], [5, 12], [6, 11], [30, 169], [31, 168], [33, 167], [40, 163], [41, 162], [42, 161], [43, 154], [44, 159], [45, 151], [46, 150], [48, 147], [49, 146], [50, 145], [62, 144], [63, 143], [64, 142], [65, 141], [66, 140], [67, 139], [71, 136], [72, 135], [73, 134], [74, 133], [78, 130], [79, 129], [80, 128], [81, 127], [82, 120], [84, 118], [85, 117], [86, 115], [87, 114], [90, 111], [91, 104], [92, 103], [93, 102], [94, 110], [95, 109], [96, 108], [105, 119]]",UFold
bpRNA_RFAM_42225,"[[2, 166], [3, 165], [4, 164], [5, 163], [7, 160], [8, 102], [9, 158], [11, 157], [15, 154], [16, 153], [17, 152], [18, 151], [19, 150], [20, 149], [21, 148], [22, 147], [26, 146], [30, 141], [31, 140], [32, 139], [33, 138], [34, 137], [35, 136], [36, 78], [37, 77], [39, 75], [40, 73], [41, 72], [42, 71], [43, 70], [44, 69], [45, 66], [47, 64], [48, 63], [49, 62], [50, 61], [51, 60], [52, 59], [81, 135], [83, 133], [84, 132], [85, 131], [86, 130], [88, 129], [89, 128], [90, 127], [91, 126], [92, 125], [96, 123], [98, 121], [99, 120], [100, 119], [101, 118], [104, 115], [105, 114], [106, 113], [107, 112]]",UFold
bpRNA_RFAM_6132,"[[2, 91], [3, 90], [5, 89], [6, 87], [7, 86], [8, 85], [9, 84], [10, 83], [11, 82], [12, 81], [13, 80], [14, 79], [16, 77], [17, 76], [18, 75], [19, 74], [20, 73], [22, 71], [23, 70], [24, 69], [25, 68], [26, 67], [27, 66], [28, 65], [29, 35], [30, 63], [31, 62], [32, 61], [33, 60], [34, 59], [39, 57], [40, 56], [41, 55], [42, 54]]",UFold
bpRNA_RFAM_26568,"[[2, 492], [3, 490], [5, 488], [6, 487], [7, 486], [8, 485], [12, 479], [13, 478], [14, 477], [15, 476], [17, 474], [34, 456], [35, 455], [38, 138], [41, 450], [46, 446], [47, 243], [48, 242], [49, 241], [50, 240], [51, 239], [52, 68], [58, 231], [61, 229], [62, 433], [63, 432], [64, 431], [65, 430], [66, 429], [67, 428], [70, 423], [71, 422], [72, 421], [74, 111], [75, 110], [76, 109], [77, 108], [78, 208], [83, 205], [84, 204], [86, 200], [88, 98], [89, 97], [90, 384], [94, 405], [95, 482], [119, 398], [129, 440], [147, 169], [155, 273], [157, 318], [177, 471], [178, 470], [179, 469], [180, 468], [181, 299], [189, 291], [190, 292], [192, 290], [193, 289], [194, 288], [195, 287], [196, 286], [198, 403], [214, 279], [219, 435], [223, 238], [224, 237], [225, 236], [226, 235], [227, 234], [240, 417], [241, 416], [248, 393], [249, 392], [250, 391], [251, 408], [252, 389], [253, 388], [254, 387], [255, 386], [260, 265], [267, 374], [268, 373], [283, 316], [296, 399], [298, 385], [302, 390], [305, 383], [306, 382], [308, 381], [309, 380], [310, 379], [311, 378], [312, 377], [313, 376], [319, 368], [321, 365], [322, 364], [323, 363], [324, 362], [325, 361], [326, 360], [329, 356], [330, 355], [331, 354], [332, 353], [333, 352], [336, 347], [337, 346], [436, 458], [441, 452], [442, 451], [457, 480], [462, 475], [464, 473], [465, 472]]",UFold
bpRNA_RFAM_21383,"[[6, 96], [7, 95], [8, 94], [9, 92], [10, 91], [13, 90], [14, 89], [15, 88], [17, 87], [18, 86], [19, 85], [21, 83], [22, 82], [23, 81], [24, 80], [25, 79], [26, 78], [27, 77], [28, 76], [29, 75], [30, 74], [31, 73], [32, 72], [34, 70], [35, 69], [36, 68], [37, 66], [38, 65], [39, 64], [41, 62], [42, 61], [43, 60], [44, 59], [45, 57], [47, 55]]",UFold
bpRNA_RFAM_9038,"[[2, 78], [3, 77], [8, 152], [10, 71], [11, 70], [12, 69], [13, 68], [14, 179], [15, 178], [16, 177], [17, 176], [18, 175], [19, 174], [20, 173], [21, 58], [22, 57], [23, 56], [24, 55], [29, 49], [31, 47], [35, 43], [44, 171], [45, 170], [46, 169], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62], [72, 88], [73, 87], [74, 86], [75, 85], [81, 162], [89, 155], [90, 154], [91, 148], [92, 147], [93, 146], [94, 145], [95, 144], [96, 143], [97, 142], [98, 141], [99, 140], [100, 139], [106, 138], [107, 137], [108, 136], [110, 132], [111, 131], [112, 130], [113, 129], [114, 128], [115, 127], [116, 126], [117, 125], [118, 124]]",UFold
bpRNA_RFAM_35571,"[[2, 43], [3, 42], [4, 41], [5, 40], [6, 39], [13, 34], [14, 33], [15, 32], [16, 31], [17, 30], [19, 29], [45, 54], [46, 53]]",UFold
bpRNA_RFAM_9291,"[[13, 189], [14, 188], [15, 187], [16, 186], [18, 184], [19, 183], [20, 182], [21, 181], [23, 38], [24, 37], [25, 36], [26, 35], [27, 34], [28, 33], [29, 32], [44, 180], [45, 179], [46, 178], [50, 76], [51, 75], [52, 74], [53, 73], [54, 72], [58, 67], [59, 66], [60, 65], [79, 88], [80, 87], [81, 86], [90, 173], [91, 172], [92, 171], [93, 169], [94, 170], [96, 166], [97, 165], [98, 164], [99, 163], [100, 162], [103, 156], [104, 155], [105, 154], [106, 153], [107, 152], [108, 150], [109, 149], [110, 148], [111, 147], [116, 146], [117, 145], [120, 140], [121, 139], [122, 138], [123, 137], [124, 136], [125, 135], [126, 134], [127, 133], [128, 132]]",UFold
bpRNA_RFAM_25623,"[[2, 19], [3, 18], [4, 17], [5, 16], [6, 15], [7, 14], [8, 13], [9, 12], [21, 36], [22, 35], [23, 34], [24, 33], [25, 32], [56, 80], [57, 79], [59, 77], [60, 76], [61, 75], [62, 74], [63, 73], [64, 72], [65, 71]]",UFold
bpRNA_RFAM_34934,"[[16, 44], [17, 43], [18, 42], [19, 41], [20, 40], [21, 39], [22, 38], [24, 36], [25, 35], [26, 34], [27, 33], [28, 32]]",UFold
bpRNA_RFAM_6114,"[[3, 70], [4, 69], [6, 67], [7, 66], [8, 65], [9, 64], [10, 63], [11, 62], [12, 61], [13, 60], [14, 59], [15, 58], [17, 56], [18, 55], [19, 54], [20, 53], [21, 52], [22, 51], [24, 50], [25, 49], [27, 48], [28, 47], [29, 46], [30, 45]]",UFold
bpRNA_RFAM_30805,"[[4, 19], [5, 12], [14, 41], [15, 40], [16, 39], [18, 37], [23, 34], [24, 33], [27, 57], [35, 56], [36, 55], [42, 49], [64, 141], [87, 150], [88, 149], [89, 148], [90, 147], [91, 146], [92, 145], [93, 144], [94, 143], [95, 142], [104, 118], [105, 117], [106, 116], [108, 131], [109, 130], [110, 129], [111, 128], [112, 126], [114, 124], [115, 123], [119, 125]]",UFold
bpRNA_SPR_35,"[[1, 70], [2, 69], [3, 68], [4, 67], [5, 66], [7, 64], [8, 63], [11, 23], [12, 22], [13, 21], [14, 20], [26, 40], [27, 39], [28, 38], [29, 37], [46, 62], [47, 61], [48, 60], [49, 59], [50, 58]]",UFold
bpRNA_RFAM_33284,"[[2, 18], [3, 17], [4, 16], [5, 15], [6, 14], [8, 12], [13, 178], [20, 164], [21, 197], [23, 195], [24, 194], [25, 193], [26, 192], [36, 56], [37, 55], [38, 54], [39, 53], [40, 52], [41, 51], [43, 145], [44, 48], [45, 100], [46, 142], [47, 141], [49, 139], [50, 138], [59, 131], [60, 130], [61, 129], [62, 127], [63, 126], [64, 125], [65, 124], [66, 123], [67, 122], [68, 121], [69, 81], [70, 80], [71, 79], [72, 78], [73, 77], [82, 106], [83, 105], [84, 104], [85, 103], [87, 118], [88, 101], [89, 115], [90, 99], [91, 98], [92, 97], [93, 96], [107, 120], [146, 159], [147, 158], [148, 157], [149, 156], [150, 155], [168, 196], [171, 191], [172, 190], [173, 189], [174, 188], [175, 187]]",UFold
bpRNA_RFAM_35846,"[[2, 86], [3, 36], [4, 35], [5, 33], [8, 31], [9, 30], [11, 29], [13, 27], [14, 26], [15, 25], [16, 24], [17, 23], [18, 22], [19, 21], [28, 90], [37, 73], [38, 72], [39, 71], [40, 70], [43, 69], [44, 68], [45, 67], [46, 66], [50, 61], [51, 60], [52, 62], [63, 140], [64, 139], [77, 224], [78, 223], [79, 222], [80, 221], [81, 220], [82, 219], [99, 210], [100, 209], [101, 208], [102, 207], [110, 172], [111, 171], [112, 170], [113, 169], [114, 168], [115, 122], [117, 164], [118, 163], [119, 162], [120, 161], [123, 159], [124, 158], [125, 157], [126, 156], [127, 153], [128, 152], [129, 151], [131, 150], [132, 149], [134, 186], [135, 146], [136, 145], [137, 144], [173, 197], [174, 196], [175, 195], [176, 194], [177, 193], [178, 192], [179, 191], [180, 190], [181, 189], [182, 188]]",UFold
bpRNA_RFAM_25850,"[[6, 84], [7, 83], [8, 82], [10, 65], [11, 64], [13, 37], [14, 36], [15, 35], [16, 34], [17, 33], [20, 28], [41, 58], [42, 57], [43, 56], [44, 55], [45, 54], [46, 53]]",UFold
bpRNA_RFAM_6088,"[[2, 71], [3, 70], [4, 69], [22, 42], [23, 41], [24, 40]]",UFold
bpRNA_RFAM_11339,"[[2, 94], [6, 90], [7, 89], [8, 88], [20, 78], [21, 77], [22, 76], [23, 75], [48, 60], [49, 59], [50, 58], [51, 57]]",UFold
bpRNA_RFAM_18136,"[[2, 155], [3, 154], [4, 153], [6, 18], [7, 17], [8, 16], [9, 15], [14, 110], [19, 59], [20, 58], [21, 57], [22, 56], [23, 54], [24, 53], [25, 52], [26, 51], [27, 50], [28, 49], [29, 48], [30, 47], [36, 44], [37, 43], [68, 101], [73, 96], [75, 94], [76, 93], [77, 92], [78, 91], [79, 90], [80, 89], [81, 88], [100, 149], [102, 147], [104, 145], [105, 144], [106, 143], [107, 142], [108, 141], [109, 140], [111, 139], [112, 138], [113, 137], [114, 136], [115, 135], [118, 132], [119, 134], [121, 129], [123, 130]]",UFold
bpRNA_RFAM_35772,"[[3, 100], [15, 30], [16, 29], [17, 28], [18, 27], [19, 26], [20, 25], [21, 119], [37, 85], [38, 84], [39, 83], [40, 82], [41, 81], [42, 80], [43, 253], [44, 252], [46, 71], [47, 70], [48, 69], [49, 68], [50, 67], [51, 66], [52, 64], [53, 63], [54, 62], [56, 240], [58, 132], [59, 131], [60, 254], [61, 129], [72, 231], [73, 230], [75, 228], [77, 269], [78, 268], [79, 267], [87, 190], [95, 257], [103, 244], [110, 225], [111, 224], [115, 122], [116, 121], [130, 153], [134, 151], [135, 150], [136, 149], [137, 148], [138, 147], [139, 146], [140, 145], [152, 184], [154, 182], [155, 181], [156, 180], [157, 179], [158, 178], [159, 177], [161, 175], [162, 174], [163, 172], [164, 171], [165, 170], [176, 229], [193, 266], [194, 264], [196, 260], [197, 259], [198, 258], [202, 251], [206, 249], [207, 248], [209, 247], [210, 246], [217, 236], [220, 237]]",UFold
bpRNA_RFAM_40910,"[[2, 105], [3, 104], [5, 102], [7, 94], [8, 65], [9, 64], [10, 63], [11, 62], [12, 61], [13, 60], [20, 50], [21, 49], [28, 40], [29, 39], [30, 38], [68, 100], [69, 99], [70, 98], [71, 97], [72, 96], [80, 92], [82, 90], [83, 89], [84, 88], [85, 95]]",UFold
